Exception_ID,Rule_ID,Record_ID,Severity,Description,Owner,Status,Identified_Date,Resolution_Date
EX-00178,DQ-03,APL-2026-002863,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00179,DQ-03,APL-2026-000018,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00180,DQ-03,APL-2026-001507,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00181,DQ-03,APL-2026-000843,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00182,DQ-03,APL-2026-005029,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00183,DQ-03,APL-2026-001503,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00184,DQ-03,APL-2026-000906,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00185,DQ-03,APL-2026-000026,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00186,DQ-03,APL-2026-002422,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00187,DQ-03,APL-2026-002182,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00188,DQ-03,APL-2026-003959,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00189,DQ-03,APL-2026-002626,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00190,DQ-03,APL-2026-003998,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00191,DQ-03,APL-2026-005218,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00192,DQ-03,APL-2026-004702,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00193,DQ-03,APL-2026-002261,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00194,DQ-03,APL-2026-005460,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00195,DQ-03,APL-2026-000305,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00196,DQ-03,APL-2026-003405,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00197,DQ-03,APL-2026-001794,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00198,DQ-03,APL-2026-000301,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00199,DQ-03,APL-2026-005041,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00200,DQ-03,APL-2026-001078,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00201,DQ-03,APL-2026-000772,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00202,DQ-03,APL-2026-005905,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00203,DQ-03,APL-2026-004567,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00204,DQ-03,APL-2026-001935,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00205,DQ-03,APL-2026-003429,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00206,DQ-03,APL-2026-001259,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00207,DQ-03,APL-2026-002534,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00208,DQ-03,APL-2026-005009,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00209,DQ-03,APL-2026-001027,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00210,DQ-03,APL-2026-004356,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00211,DQ-03,APL-2026-003564,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00212,DQ-03,APL-2026-000010,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00213,DQ-03,APL-2026-002471,High,Status disagrees between case management and workflow tracker. Case management is authoritative per the source-of-truth policy.,Appeals Ops Manager,Open,2026-06-30,
EX-00214,DQ-13,APL-2026-005841,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00215,DQ-13,APL-2026-000031,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00216,DQ-13,APL-2026-000816,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00217,DQ-13,APL-2026-005611,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00218,DQ-13,APL-2026-001283,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00219,DQ-13,APL-2026-004877,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00220,DQ-13,APL-2026-002403,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00221,DQ-13,APL-2026-003277,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00222,DQ-13,APL-2026-004365,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00223,DQ-13,APL-2026-001171,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00224,DQ-13,APL-2026-005699,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00225,DQ-13,APL-2026-001868,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00226,DQ-13,APL-2026-005184,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00227,DQ-13,APL-2026-001073,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00228,DQ-13,APL-2026-001805,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00229,DQ-13,APL-2026-004138,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00230,DQ-13,APL-2026-005797,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00231,DQ-13,APL-2026-002036,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00232,DQ-13,APL-2026-000192,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00233,DQ-13,APL-2026-001554,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00234,DQ-13,APL-2026-000262,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00235,DQ-13,APL-2026-004895,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00236,DQ-13,APL-2026-003088,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00237,DQ-13,APL-2026-003262,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00238,DQ-13,APL-2026-004598,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00239,DQ-13,APL-2026-001985,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00240,DQ-13,APL-2026-004746,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00241,DQ-13,APL-2026-005032,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00242,DQ-13,APL-2026-002657,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00243,DQ-13,APL-2026-002031,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00244,DQ-13,APL-2026-003403,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00245,DQ-13,APL-2026-003689,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00246,DQ-13,APL-2026-001564,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00247,DQ-13,APL-2026-003874,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00248,DQ-13,APL-2026-005749,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00249,DQ-13,APL-2026-005435,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00250,DQ-13,APL-2026-004545,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00251,DQ-13,APL-2026-000154,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00252,DQ-13,APL-2026-000048,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00253,DQ-13,APL-2026-004033,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00254,DQ-13,APL-2026-000337,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00255,DQ-13,APL-2026-001617,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00256,DQ-13,APL-2026-003995,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00257,DQ-13,APL-2026-002298,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00258,DQ-13,APL-2026-005620,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00259,DQ-13,APL-2026-004907,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00260,DQ-13,APL-2026-004798,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00261,DQ-13,APL-2026-005549,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00262,DQ-13,APL-2026-003625,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00263,DQ-13,APL-2026-001184,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00264,DQ-13,APL-2026-000542,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00265,DQ-13,APL-2026-000756,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00266,DQ-13,APL-2026-000250,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00267,DQ-13,APL-2026-004265,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00268,DQ-13,APL-2026-004873,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00269,DQ-13,APL-2026-002315,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00270,DQ-13,APL-2026-002537,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00271,DQ-13,APL-2026-005202,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00272,DQ-13,APL-2026-005921,Medium,Rework_Flag missing for a closed appeal.,Quality Lead,Open,2026-06-30,
EX-00273,DQ-15,leadership_extract,Critical,Leadership extract is 113 hours old (4.7 days). Any KPI sourced from it cannot be certified.,IT / Data Engineering,Open,2026-06-30,
